,Unnamed: 0,city,city_development_Index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
1482,1482,city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,Humanities,4,,Other,2,76,1
1483,1483,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,3.0,Public Sector,>4,140,0
1484,1484,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,12,6.0,Pvt Ltd,>4,36,1
1485,1485,city_67,0.855,Male,Has relevent experience,Full time course,Graduate,STEM,2,2.0,Funded Startup,never,55,0
1486,1486,city_45,0.89,Other,No relevent experience,Full time course,UH,,4,,Other,never,326,1
1487,1487,city_64,0.6659999999999999,Other,Has relevent experience,no_enrollment,Graduate,STEM,2,,Other,1,7,0
1488,1488,city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,,Other,4,19,0
1489,1489,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,,Other,1,33,0
1490,1490,city_67,0.855,Male,Has relevent experience,Full time course,Graduate,STEM,5,2.0,Pvt Ltd,1,240,0
1491,1491,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,4,,Other,1,21,0
1492,1492,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,5.0,Pvt Ltd,4,15,0
1493,1493,city_16,0.91,Other,Has relevent experience,no_enrollment,Graduate,STEM,9,4.0,Pvt Ltd,2,45,0
1494,1494,city_141,0.763,Male,Has relevent experience,no_enrollment,Masters,STEM,9,2.0,Pvt Ltd,2,50,0
1495,1495,city_149,0.6890000000000001,Other,Has relevent experience,no_enrollment,Graduate,STEM,8,1.0,Funded Startup,1,63,0
1496,1496,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,6,3.0,NGO,1,39,0
1497,1497,city_103,0.92,Other,No relevent experience,Full time course,Graduate,STEM,5,,Other,1,18,0
1498,1498,city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,1.0,Early Stage Startup,1,165,0
1499,1499,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,9,1.0,Pvt Ltd,>4,62,0
1500,1500,city_76,0.698,Male,Has relevent experience,Full time course,Graduate,STEM,7,4.0,Pvt Ltd,1,27,0
1501,1501,city_160,0.92,Other,Has relevent experience,no_enrollment,Masters,STEM,30,4.0,Pvt Ltd,>4,72,0
1502,1502,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,3,3.0,Pvt Ltd,1,62,0
1503,1503,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,Humanities,30,3.0,Funded Startup,2,4,0
1504,1504,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,30,6.0,Public Sector,>4,3,0
1505,1505,city_101,0.5579999999999999,Other,Has relevent experience,no_enrollment,Graduate,STEM,6,1.0,Pvt Ltd,1,100,1
1506,1506,city_160,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,10,,Other,1,79,1
1507,1507,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,8.0,Pvt Ltd,1,139,0
1508,1508,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,3,8.0,Pvt Ltd,1,47,0
1509,1509,city_103,0.92,Other,Has relevent experience,Part time course,Graduate,Business Degree,14,1.0,Pvt Ltd,1,9,1
1510,1510,city_21,0.624,Other,Has relevent experience,no_enrollment,Masters,STEM,3,8.0,Pvt Ltd,1,22,1
1511,1511,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,8.0,Pvt Ltd,1,222,0
1512,1512,city_103,0.92,Male,Has relevent experience,Full time course,UH,,5,6.0,Pvt Ltd,1,34,0
1513,1513,city_28,0.939,Female,No relevent experience,Part time course,Graduate,STEM,4,3.0,Pvt Ltd,1,24,0
1514,1514,city_21,0.624,Other,No relevent experience,no_enrollment,Graduate,STEM,2,,Other,1,43,1
1515,1515,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,5,8.0,Other,1,194,0
1516,1516,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,2.0,Pvt Ltd,3,7,0
1517,1517,city_114,0.926,Male,Has relevent experience,Full time course,UH,,10,4.0,Other,never,40,1
1518,1518,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,16,1.0,Funded Startup,1,57,0
1519,1519,city_21,0.624,Other,Has relevent experience,Full time course,Graduate,STEM,16,4.0,Pvt Ltd,1,105,0
1520,1520,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,4,,Other,2,61,0
1521,1521,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,7,,Other,2,18,0
1522,1522,city_114,0.926,Female,No relevent experience,no_enrollment,Masters,STEM,6,1.0,Public Sector,>4,4,0
1523,1523,city_114,0.926,Male,No relevent experience,no_enrollment,UH,,7,,Pvt Ltd,never,22,0
1524,1524,city_123,0.738,Other,Has relevent experience,Full time course,Graduate,STEM,13,4.0,Other,0,73,0
1525,1525,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,2,3.0,Pvt Ltd,1,43,0
1526,1526,city_71,0.884,Male,Has relevent experience,no_enrollment,UH,,10,,Other,1,96,0
1527,1527,city_16,0.91,Other,No relevent experience,Full time course,Graduate,STEM,1,,Other,1,26,1
1528,1528,city_134,0.698,Other,No relevent experience,no_enrollment,UH,,8,,Other,never,33,0
1529,1529,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,30,3.0,Pvt Ltd,1,176,0
1530,1530,city_21,0.624,Male,No relevent experience,Full time course,Masters,Other,1,3.0,Pvt Ltd,never,20,1
1531,1531,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,8.0,Pvt Ltd,2,314,1
1532,1532,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,13,5.0,Pvt Ltd,>4,5,0
1533,1533,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,3,1.0,Pvt Ltd,2,74,0
1534,1534,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,0,4.0,Funded Startup,1,103,0
1535,1535,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,30,8.0,Pvt Ltd,>4,33,1
1536,1536,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,9,5.0,Pvt Ltd,>4,108,0
1537,1537,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,18,4.0,NGO,1,72,0
1538,1538,city_83,0.923,Female,Has relevent experience,no_enrollment,Graduate,STEM,30,,Other,2,56,1
1539,1539,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,4.0,Pvt Ltd,2,118,0
1540,1540,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,3,1.0,NGO,1,72,1
1541,1541,city_104,0.924,Other,No relevent experience,Full time course,UH,,2,1.0,Early Stage Startup,never,84,0
1542,1542,city_103,0.92,Other,No relevent experience,no_enrollment,Graduate,STEM,4,,Other,2,25,0
1543,1543,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,15,2.0,Funded Startup,1,90,0
1544,1544,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,4.0,Pvt Ltd,1,29,0
1545,1545,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,20,2.0,Pvt Ltd,1,13,0
1546,1546,city_98,0.949,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,6.0,Other,2,64,0
1547,1547,city_142,0.727,Other,Has relevent experience,no_enrollment,Graduate,STEM,4,3.0,Pvt Ltd,3,94,1
1548,1548,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,30,,Other,2,97,1
1549,1549,city_21,0.624,Other,No relevent experience,Full time course,Graduate,STEM,5,6.0,Pvt Ltd,>4,14,1
1550,1550,city_114,0.926,Male,Has relevent experience,Part time course,Graduate,STEM,11,2.0,Funded Startup,1,90,0
1551,1551,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,8.0,Pvt Ltd,1,6,0
1552,1552,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,6,2.0,Other,1,8,0
1553,1553,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,30,4.0,Pvt Ltd,2,15,0
1554,1554,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,10,,Other,never,56,1
1555,1555,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,4.0,Pvt Ltd,3,100,0
1556,1556,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,9,3.0,Funded Startup,2,22,0
1557,1557,city_160,0.92,Male,No relevent experience,no_enrollment,UH,,0,6.0,Public Sector,2,85,0
1558,1558,city_115,0.789,Female,No relevent experience,Full time course,Graduate,STEM,3,,Other,1,75,1
1559,1559,city_21,0.624,Female,No relevent experience,no_enrollment,Graduate,STEM,3,8.0,Pvt Ltd,1,43,1
1560,1560,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,3.0,Pvt Ltd,1,2,0
1561,1561,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,7.0,Pvt Ltd,4,43,0
1562,1562,city_98,0.949,Other,Has relevent experience,no_enrollment,Graduate,STEM,30,1.0,Funded Startup,2,35,0
1563,1563,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,4,4.0,Pvt Ltd,3,29,0
1564,1564,city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,3,,Early Stage Startup,never,48,1
1565,1565,city_74,0.579,Other,No relevent experience,Part time course,UH,,3,,Other,0,21,1
1566,1566,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,,Other,1,50,1
1567,1567,city_103,0.92,Other,Has relevent experience,no_enrollment,Masters,STEM,30,7.0,Public Sector,2,78,0
1568,1568,city_114,0.926,Other,Has relevent experience,no_enrollment,UH,,3,3.0,Pvt Ltd,never,86,0
1569,1569,city_104,0.924,Male,No relevent experience,Full time course,UH,,1,3.0,Pvt Ltd,1,39,0
1570,1570,city_123,0.738,Other,No relevent experience,Full time course,Graduate,STEM,4,,Other,0,9,1
1571,1571,city_93,0.865,Male,Has relevent experience,no_enrollment,UH,,16,5.0,Pvt Ltd,1,104,0
1572,1572,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,4.0,Pvt Ltd,3,100,0
1573,1573,city_158,0.7659999999999999,Other,Has relevent experience,no_enrollment,Graduate,STEM,15,3.0,Pvt Ltd,>4,97,1
1574,1574,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,7.0,Pvt Ltd,4,68,0
1575,1575,city_123,0.738,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,,Pvt Ltd,never,31,0
1576,1576,city_21,0.624,Other,Has relevent experience,Full time course,Graduate,STEM,0,3.0,Other,2,36,1
1577,1577,city_160,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,30,,Other,>4,83,1
1578,1578,city_123,0.738,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,6.0,Pvt Ltd,2,29,1
1579,1579,city_101,0.5579999999999999,Male,No relevent experience,Part time course,Graduate,STEM,1,2.0,Other,1,5,0
1580,1580,city_103,0.92,Other,Has relevent experience,no_enrollment,Masters,STEM,10,3.0,Other,3,108,0
1581,1581,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,5,1.0,Pvt Ltd,3,143,0
1582,1582,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,3.0,Public Sector,2,202,0
1583,1583,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,8.0,Pvt Ltd,>4,53,0
1584,1584,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,Humanities,2,5.0,Other,1,4,0
1585,1585,city_89,0.925,Other,No relevent experience,Full time course,Masters,STEM,15,1.0,Pvt Ltd,2,83,0
1586,1586,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,8.0,Pvt Ltd,2,102,0
1587,1587,city_21,0.624,Other,Has relevent experience,Part time course,Graduate,STEM,3,8.0,Other,3,210,0
1588,1588,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,14,3.0,Funded Startup,1,34,0
1589,1589,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1.0,Pvt Ltd,2,76,0
1590,1590,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,4.0,Pvt Ltd,1,4,0
1591,1591,city_103,0.92,Male,No relevent experience,no_enrollment,UH,,5,,Other,1,140,1
1592,1592,city_102,0.804,Male,No relevent experience,no_enrollment,Graduate,STEM,11,3.0,Pvt Ltd,1,136,1
1593,1593,city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,8,,Other,1,79,0
1594,1594,city_16,0.91,Female,Has relevent experience,no_enrollment,Graduate,STEM,3,8.0,NGO,2,8,0
1595,1595,city_103,0.92,Male,No relevent experience,no_enrollment,UH,,0,,Other,never,105,0
1596,1596,city_83,0.923,Female,Has relevent experience,no_enrollment,Masters,STEM,30,,Other,4,33,0
1597,1597,city_103,0.92,Male,No relevent experience,Part time course,UH,,5,,Other,1,96,0
1598,1598,city_116,0.743,Female,Has relevent experience,no_enrollment,Masters,Other,9,4.0,Pvt Ltd,4,9,0
1599,1599,city_173,0.878,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,4.0,Pvt Ltd,>4,17,0
1600,1600,city_114,0.926,Male,No relevent experience,Full time course,UH,,3,7.0,Pvt Ltd,1,63,1
1601,1601,city_83,0.923,Male,No relevent experience,no_enrollment,Graduate,STEM,14,8.0,Pvt Ltd,2,168,0
1602,1602,city_103,0.92,Male,Has relevent experience,Full time course,UH,,5,,Other,1,54,0
1603,1603,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,8.0,Pvt Ltd,2,110,1
1604,1604,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,9,6.0,Pvt Ltd,2,71,0
1605,1605,city_138,0.836,Male,Has relevent experience,no_enrollment,Phd,STEM,30,,Other,never,43,0
1606,1606,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,30,6.0,Pvt Ltd,1,43,0
1607,1607,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,5.0,Public Sector,1,30,0
1608,1608,city_138,0.836,Other,Has relevent experience,Part time course,Masters,STEM,5,2.0,Pvt Ltd,1,150,0
1609,1609,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,30,2.0,Pvt Ltd,4,124,0
1610,1610,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,3.0,Pvt Ltd,>4,57,0
1611,1611,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,,Other,3,5,0
1612,1612,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,7,2.0,Pvt Ltd,>4,50,0
1613,1613,city_114,0.926,Other,No relevent experience,Full time course,UH,,3,,Other,2,122,1
1614,1614,city_103,0.92,Male,No relevent experience,Part time course,Masters,STEM,3,4.0,Pvt Ltd,1,28,0
1615,1615,city_98,0.949,Female,Has relevent experience,no_enrollment,Masters,STEM,30,3.0,Pvt Ltd,2,111,0
1616,1616,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,16,3.0,Pvt Ltd,1,66,0
1617,1617,city_103,0.92,Male,No relevent experience,Part time course,Graduate,STEM,2,8.0,Pvt Ltd,1,6,0
1618,1618,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,3.0,Pvt Ltd,>4,106,0
1619,1619,city_75,0.939,Female,Has relevent experience,no_enrollment,Masters,STEM,17,2.0,Pvt Ltd,1,14,0
1620,1620,city_73,0.754,Male,Has relevent experience,Part time course,Graduate,STEM,7,2.0,Pvt Ltd,1,28,0
1621,1621,city_104,0.924,Male,No relevent experience,no_enrollment,UH,,30,1.0,Pvt Ltd,>4,35,0
1622,1622,city_97,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,1.0,Other,3,168,0
1623,1623,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,4,3.0,Other,1,112,0
1624,1624,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,3.0,Pvt Ltd,>4,312,0
1625,1625,city_136,0.897,Male,No relevent experience,no_enrollment,Masters,STEM,12,2.0,Funded Startup,2,14,0
1626,1626,city_104,0.924,Male,Has relevent experience,no_enrollment,Masters,STEM,10,8.0,Pvt Ltd,never,95,0
1627,1627,city_61,0.913,Male,Has relevent experience,no_enrollment,Masters,STEM,30,,Other,>4,50,0
1628,1628,city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,6,3.0,Pvt Ltd,2,103,0
1629,1629,city_100,0.887,Male,No relevent experience,no_enrollment,UH,,6,4.0,Pvt Ltd,1,4,1
1630,1630,city_21,0.624,Other,Has relevent experience,Part time course,UH,,0,2.0,Pvt Ltd,1,200,1
1631,1631,city_100,0.887,Other,No relevent experience,Part time course,Graduate,STEM,30,,Other,2,12,1
1632,1632,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,5,,Other,never,56,1
1633,1633,city_10,0.895,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,3.0,Pvt Ltd,1,53,0
1634,1634,city_21,0.624,Female,Has relevent experience,Full time course,Graduate,STEM,6,3.0,Pvt Ltd,3,59,0
1635,1635,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,3.0,NGO,2,14,0
1636,1636,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,16,6.0,Pvt Ltd,>4,142,0
1637,1637,city_128,0.527,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,,Other,>4,17,0
1638,1638,city_73,0.754,Male,Has relevent experience,no_enrollment,Masters,STEM,14,8.0,Pvt Ltd,2,14,0
1639,1639,city_103,0.92,Other,No relevent experience,no_enrollment,Graduate,Arts,5,4.0,Pvt Ltd,0,80,0
1640,1640,city_103,0.92,Other,No relevent experience,no_enrollment,Graduate,STEM,13,8.0,Public Sector,>4,13,0
1641,1641,city_21,0.624,Male,No relevent experience,Full time course,UH,,2,,Other,never,3,0
1642,1642,city_103,0.92,Male,No relevent experience,Full time course,UH,,6,,Other,1,73,0
1643,1643,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,10,5.0,Pvt Ltd,4,48,0
1644,1644,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,16,8.0,Pvt Ltd,>4,50,0
1645,1645,city_175,0.7759999999999999,Male,Has relevent experience,no_enrollment,Graduate,Humanities,6,2.0,Pvt Ltd,>4,14,0
1646,1646,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,3.0,Pvt Ltd,>4,96,0
1647,1647,city_76,0.698,Other,No relevent experience,Full time course,Graduate,STEM,4,,Pvt Ltd,1,156,1
1648,1648,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,4.0,Pvt Ltd,1,3,0
1649,1649,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,,Other,never,4,1
1650,1650,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,3,3.0,Funded Startup,1,12,1
1651,1651,city_83,0.923,Male,Has relevent experience,no_enrollment,Masters,STEM,18,8.0,Pvt Ltd,4,17,0
1652,1652,city_160,0.92,Other,Has relevent experience,no_enrollment,Masters,STEM,30,1.0,Other,1,63,0
1653,1653,city_70,0.698,Male,Has relevent experience,Full time course,Graduate,STEM,2,8.0,Pvt Ltd,1,22,0
1654,1654,city_144,0.84,Other,Has relevent experience,no_enrollment,Graduate,STEM,14,2.0,Pvt Ltd,3,52,0
1655,1655,city_103,0.92,Female,No relevent experience,Full time course,Graduate,STEM,2,8.0,Other,never,34,0
1656,1656,city_104,0.924,Male,Has relevent experience,Full time course,UH,,10,,Other,1,79,0
1657,1657,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,30,8.0,Pvt Ltd,1,107,0
1658,1658,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,18,3.0,Pvt Ltd,1,92,1
1659,1659,city_114,0.926,Other,Has relevent experience,no_enrollment,UH,,6,6.0,Pvt Ltd,2,14,0
1660,1660,city_143,0.74,Other,No relevent experience,no_enrollment,Graduate,STEM,3,,Other,0,46,1
1661,1661,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,8.0,Pvt Ltd,4,16,0
1662,1662,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,1.0,Pvt Ltd,4,196,0
1663,1663,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,5,4.0,Pvt Ltd,1,42,0
1664,1664,city_103,0.92,Male,Has relevent experience,Part time course,Masters,Business Degree,11,8.0,Public Sector,3,60,0
1665,1665,city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,8.0,Pvt Ltd,4,138,1
1666,1666,city_97,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,3.0,Pvt Ltd,1,68,0
1667,1667,city_45,0.89,Male,No relevent experience,Full time course,Masters,Humanities,2,,Other,1,6,0
1668,1668,city_74,0.579,Other,Has relevent experience,no_enrollment,Graduate,STEM,2,,Other,0,62,1
1669,1669,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,3.0,Funded Startup,1,107,0
1670,1670,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,30,6.0,Public Sector,>4,55,0
1671,1671,city_98,0.949,Male,Has relevent experience,no_enrollment,UH,,15,2.0,Pvt Ltd,2,32,1
1672,1672,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,4.0,Pvt Ltd,>4,174,0
1673,1673,city_46,0.762,Male,Has relevent experience,no_enrollment,Masters,STEM,4,,Pvt Ltd,3,34,1
1674,1674,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,,Pvt Ltd,>4,3,0
1675,1675,city_160,0.92,Female,No relevent experience,no_enrollment,Graduate,Humanities,2,,Other,1,20,1
1676,1676,city_73,0.754,Other,Has relevent experience,no_enrollment,Graduate,STEM,7,5.0,Pvt Ltd,0,94,0
1677,1677,city_16,0.91,Male,No relevent experience,no_enrollment,Masters,STEM,15,8.0,Pvt Ltd,>4,20,1
1678,1678,city_152,0.698,Male,Has relevent experience,Full time course,Masters,STEM,14,3.0,Pvt Ltd,2,6,0
1679,1679,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,5.0,Pvt Ltd,3,112,1
1680,1680,city_176,0.764,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,1.0,Funded Startup,1,45,0
1681,1681,city_16,0.91,Male,No relevent experience,no_enrollment,UH,,2,,Other,never,12,0
1682,1682,city_21,0.624,Other,Has relevent experience,no_enrollment,Graduate,STEM,16,1.0,Pvt Ltd,>4,134,1
1683,1683,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,6.0,Pvt Ltd,>4,9,1
1684,1684,city_41,0.8270000000000001,Male,Has relevent experience,Full time course,Masters,STEM,7,5.0,Funded Startup,2,92,0
1685,1685,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,4.0,Public Sector,2,160,0
1686,1686,city_114,0.926,Male,Has relevent experience,no_enrollment,Phd,STEM,30,3.0,Pvt Ltd,>4,40,0
1687,1687,city_94,0.698,Other,Has relevent experience,Part time course,Graduate,STEM,4,,Other,1,105,1
1688,1688,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,30,4.0,Pvt Ltd,1,160,0
1689,1689,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,3.0,Pvt Ltd,1,103,0
1690,1690,city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,Humanities,16,,Other,>4,78,1
1691,1691,city_114,0.926,Other,Has relevent experience,no_enrollment,Graduate,STEM,11,6.0,Pvt Ltd,2,9,0
1692,1692,city_21,0.624,Other,Has relevent experience,Full time course,Graduate,STEM,3,3.0,Early Stage Startup,1,40,1
1693,1693,city_136,0.897,Male,Has relevent experience,Full time course,Masters,STEM,0,,Other,2,14,0
1694,1694,city_128,0.527,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,4.0,Pvt Ltd,3,198,1
1695,1695,city_61,0.913,Male,Has relevent experience,no_enrollment,UH,,10,,Other,2,3,0
1696,1696,city_102,0.804,Male,No relevent experience,Full time course,UH,,5,,Other,1,17,0
1697,1697,city_11,0.55,Male,No relevent experience,no_enrollment,Graduate,STEM,5,,Other,never,37,1
1698,1698,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,4.0,Pvt Ltd,2,16,0
1699,1699,city_118,0.722,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,3.0,Pvt Ltd,1,13,0
1700,1700,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,20,8.0,Public Sector,1,14,0
1701,1701,city_57,0.866,Male,Has relevent experience,Full time course,UH,,3,,Other,1,155,0
1702,1702,city_20,0.7959999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,5.0,Pvt Ltd,3,77,0
1703,1703,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,4.0,Pvt Ltd,1,36,0
1704,1704,city_76,0.698,Male,Has relevent experience,Full time course,Graduate,STEM,11,1.0,Pvt Ltd,2,10,0
1705,1705,city_16,0.91,Male,No relevent experience,Full time course,UH,,4,,Other,1,14,0
1706,1706,city_99,0.915,Male,No relevent experience,Full time course,Graduate,STEM,3,,Other,1,16,1
1707,1707,city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,4.0,Pvt Ltd,>4,116,1
1708,1708,city_103,0.92,Male,No relevent experience,Full time course,UH,,4,,Pvt Ltd,never,310,0
1709,1709,city_21,0.624,Male,No relevent experience,no_enrollment,UH,,0,,Other,never,53,1
1710,1710,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,4.0,NGO,1,70,0
1711,1711,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,15,3.0,Early Stage Startup,1,22,0
1712,1712,city_104,0.924,Male,Has relevent experience,no_enrollment,Masters,STEM,17,5.0,Pvt Ltd,1,41,0
1713,1713,city_67,0.855,Female,Has relevent experience,no_enrollment,Graduate,Humanities,3,3.0,Pvt Ltd,3,66,0
1714,1714,city_28,0.939,Male,No relevent experience,no_enrollment,Phd,STEM,4,,Public Sector,1,13,0
1715,1715,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,,Other,3,47,0
1716,1716,city_70,0.698,Male,No relevent experience,Full time course,Graduate,STEM,2,,Other,2,106,0
1717,1717,city_173,0.878,Male,Has relevent experience,no_enrollment,Masters,STEM,11,4.0,Pvt Ltd,1,24,1
1718,1718,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,1.0,Pvt Ltd,>4,146,0
1719,1719,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Arts,30,3.0,Early Stage Startup,3,40,0
1720,1720,city_21,0.624,Other,Has relevent experience,Full time course,Graduate,STEM,2,3.0,Funded Startup,1,19,1
1721,1721,city_27,0.848,Male,Has relevent experience,Full time course,Graduate,STEM,30,,Other,3,34,0
1722,1722,city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,3.0,Pvt Ltd,1,16,0
